circlename,regionname,divisionname,officename,pincode,district,statename,latitude,longitude
Telangana Circle,Hyderabad Region,Suryapet Division,Jalalpuram B.O,508223,SURYAPET,TELANGANA,17.4824537,79.5584307
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kinthalli B.O,531027,Anakapalli,ANDHRA PRADESH,17.8564399,82.743801
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,M Koduru B.O,531027,Anakapalli,ANDHRA PRADESH,17.9115469,82.7896386
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Pongalipaka B.O,531027,Anakapalli,ANDHRA PRADESH,17.843981,82.71583
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Burugupalem B.O,531113,Anakapalli,ANDHRA PRADESH,17.6794119,82.71682
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Koduru B.O,531113,Anakapalli,ANDHRA PRADESH,17.5935201,82.7455353
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Dharagangavaram B.O,531115,VISAKHAPATANAM,ANDHRA PRADESH,17.589566,82.49445
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,E D Peta B.O,531115,VISAKHAPATANAM,ANDHRA PRADESH,17.5825882,82.5478421
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Sarugudu B.O,531115,VISAKHAPATANAM,ANDHRA PRADESH,17.537988,82.402132
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Iradapalle B.O,531024,Alluri Sitharama Raju,ANDHRA PRADESH,18.083242,82.6072165
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kindangi B.O,531024,Alluri Sitharama Raju,ANDHRA PRADESH,18.0735202,82.6825671
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Legisipalli B.O,531024,Alluri Sitharama Raju,ANDHRA PRADESH,18.0559383,82.6650832
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Salugu B.O,531024,Alluri Sitharama Raju,ANDHRA PRADESH,17.998123,82.790924
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Aradakota B.O,531040,VISAKHAPATANAM,ANDHRA PRADESH,18.25704,82.6004866
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Babusala B.O,531040,VISAKHAPATANAM,ANDHRA PRADESH,18.3073366,82.4310766
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Basiputtu B.O,531040,VISAKHAPATANAM,ANDHRA PRADESH,18.2376533,82.36603
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Jolaput B.O,531040,VISAKHAPATANAM,ANDHRA PRADESH,18.455645,82.543766
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Pedaguda B.O,531040,VISAKHAPATANAM,ANDHRA PRADESH,18.356939,82.5775661
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Seekari B.O,531040,VISAKHAPATANAM,ANDHRA PRADESH,18.25557,82.5733166
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Sujanakota B.O,531040,VISAKHAPATANAM,ANDHRA PRADESH,18.3833729,82.5438033
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Vanabhangi B.O,531040,VISAKHAPATANAM,ANDHRA PRADESH,18.215295,82.5856966
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Barada B.O,531040,VISAKHAPATANAM,ANDHRA PRADESH,18.411726,82.474953
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Bondapalli B.O,531040,VISAKHAPATANAM,ANDHRA PRADESH,18.234548,82.455564
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Koravangi B.O,531040,VISAKHAPATANAM,ANDHRA PRADESH,18.259016,82.440512
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Marupaka B.O,531025,Anakapalli,ANDHRA PRADESH,17.7754749,82.7964233
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Duppulavada B.O,531105,Alluri Sitharama Raju,ANDHRA PRADESH,18.0218367,82.0900765
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Dibbapalem B.O,531026,Anakapalli,ANDHRA PRADESH,17.8797767,82.8813869
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Amalapuram B.O,531117,VISAKHAPATANAM,ANDHRA PRADESH,17.5847094,82.5909874
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Bodapalem B.O,531117,VISAKHAPATANAM,ANDHRA PRADESH,17.5453808,82.605123
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Jilledupudi B.O,531117,VISAKHAPATANAM,ANDHRA PRADESH,17.5435502,82.5717812
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Panasapadu B.O,533005,Kakinada,ANDHRA PRADESH,17.025828,82.212142
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Peddada B.O,533344,Kakinada,ANDHRA PRADESH,16.93,82.094
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Manjeru B.O,533468,Kakinada,ANDHRA PRADESH,16.81,82.16
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Vijayarayudupalem B.O,533468,Kakinada,ANDHRA PRADESH,16.83,82.12
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kaikavolu B.O,533006,Kakinada,ANDHRA PRADESH,16.9384117,82.1298717
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kandregula B.O,533462,Kakinada,ANDHRA PRADESH,17.224,82.03
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kesavapuram B.O,533463,Kakinada,ANDHRA PRADESH,16.77928,82.27311
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,P.Mallavaram B.O,533463,Kakinada,ANDHRA PRADESH,16.76,82.23
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Gurazanapalli B.O,533016,Kakinada,ANDHRA PRADESH,16.89,82.22
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Yanamadala B.O,533260,Kakinada,ANDHRA PRADESH,16.34585,82.265
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Vetamamidi B.O,533428,Alluri Sitharama Raju,ANDHRA PRADESH,17.426,82.001
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Thimmapuram B.O,533406,Kakinada,ANDHRA PRADESH,17.49695,82.06635
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Latchireddipalem B.O,533406,Kakinada,ANDHRA PRADESH,17.38,82.42
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,P.E.Chinayapalem B.O,533406,Kakinada,ANDHRA PRADESH,17.23,82.38
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kothaperumallapuram B.O,533449,Kakinada,ANDHRA PRADESH,17.17275,82.32455
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,A V Nagaram B.O,533449,Kakinada,ANDHRA PRADESH,17.17275,82.32455
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Pothuluru B.O,533430,Kakinada,ANDHRA PRADESH,17.2604,82.2709
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Rayavaram B.O,533445,Kakinada,ANDHRA PRADESH,17.13185,82.2617
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Somavaram B.O,533435,Kakinada,ANDHRA PRADESH,17.22,82.11
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kodavali B.O,533451,Kakinada,ANDHRA PRADESH,17.186804,82.271624
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kothakottam B.O,533407,Kakinada,ANDHRA PRADESH,17.46,82.46
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Surapurajupeta B.O,533407,Kakinada,ANDHRA PRADESH,17.49,82.55
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Allipudi B.O,533407,Kakinada,ANDHRA PRADESH,17.5,82.46
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,K E Chinnayyapalem B.O,533407,Kakinada,ANDHRA PRADESH,17.44,82.12
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Jalluru B.O,533433,Kakinada,ANDHRA PRADESH,17.09,82.199
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Ramesampeta B.O,533437,EAST GODAVARI,ANDHRA PRADESH,17.17275,82.32455
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kandrakota B.O,533437,Kakinada,ANDHRA PRADESH,17.06575,82.12265
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Nayakampalli B.O,533437,Kakinada,ANDHRA PRADESH,17.1118076,82.0475122
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Chandanampalem B.O,533450,Kakinada,ANDHRA PRADESH,16.7258,81.9207
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Gokivada B.O,533450,Kakinada,ANDHRA PRADESH,17.12,82.21
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Isukapalli B.O,533450,Kakinada,ANDHRA PRADESH,17.11,82.28
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Viravada B.O,533450,Kakinada,ANDHRA PRADESH,17.1,82.19
Telangana Circle,Hyderabad Region,Nizamabad Division,ANCHANUR B.O,503123,KAMAREDDY,TELANGANA,18.24528,78.4570628
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Ammirekula B.O,533436,Alluri Sitharama Raju,ANDHRA PRADESH,17.5347,82.2451
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Badadanampalli B.O,533436,Alluri Sitharama Raju,ANDHRA PRADESH,17.5347,82.2451
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Aminabad B.O,533436,Alluri Sitharama Raju,ANDHRA PRADESH,17.5347,82.2451
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Cherukumpalem B.O,533436,Alluri Sitharama Raju,ANDHRA PRADESH,17.43,82.15
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Donelapalem B.O,533436,Alluri Sitharama Raju,ANDHRA PRADESH,17.49,82.1
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Godi O Kurthi B.O,533436,Alluri Sitharama Raju,ANDHRA PRADESH,17.5347,82.2451
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kirrabu B.O,533436,Alluri Sitharama Raju,ANDHRA PRADESH,17.6,82.18
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Lododdi B.O,533436,Alluri Sitharama Raju,ANDHRA PRADESH,17.482332,82.296918
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Mukundavaram B.O,533291,EAST GODAVARI,ANDHRA PRADESH,16.9964,81.9969
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,G Kothapalli B.O,533446,Kakinada,ANDHRA PRADESH,17.2703,82.34445
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Konthangi B.O,533446,Kakinada,ANDHRA PRADESH,17.27,82.326
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Routhulapudi B.O,533446,Kakinada,ANDHRA PRADESH,17.37,82.36
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Meraka Chamavaram B.O,533446,Kakinada,ANDHRA PRADESH,17.33,82.36
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Addaripeta B.O,533401,Kakinada,ANDHRA PRADESH,17.35535,82.53558
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Rekhavanipalem B.O,533401,Kakinada,ANDHRA PRADESH,17.3766038,82.5435948
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Chamavaram B.O,533401,Kakinada,ANDHRA PRADESH,17.29,82.48
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,K Mallavaram B.O,533401,Kakinada,ANDHRA PRADESH,17.47,82.57
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Mulapeta B.O,533448,Kakinada,ANDHRA PRADESH,17.11,82.35
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,P Vemavaram B.O,533434,Kakinada,ANDHRA PRADESH,17.04,82.22
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,D. Ramavaram  B.O,533483,Alluri Sitharama Raju,ANDHRA PRADESH,17.56,82.05
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Dalipadu B.O,533483,Alluri Sitharama Raju,ANDHRA PRADESH,17.544,81.97
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Bhadravaram B.O,533429,Kakinada,ANDHRA PRADESH,17.66,80.89
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chilakalapalli B.O,535557,Parvathipuram Manyam,ANDHRA PRADESH,83.5297,18.6149
Telangana Circle,Hyderabad Region,Nizamabad Division,SOANPET B.O,503219,NIZAMABAD,TELANGANA,18.9584883,78.3612433
Telangana Circle,Hyderabad Region,Nizamabad Division,TALAMADLA B.O,503102,KAMAREDDY,TELANGANA,18.2275594,78.3552584
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Vengapuram Agraharam B.O,535557,Parvathipuram Manyam,ANDHRA PRADESH,83.5183,18.6153
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Mirthivalasa B.O,535559,Parvathipuram Manyam,ANDHRA PRADESH,83.4133,18.5267
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Bondapalli B.O,535128,VIZIANAGARAM,ANDHRA PRADESH,83.6018,18.37
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Badangi B.O,535578,VIZIANAGARAM,ANDHRA PRADESH,83.3531,18.4836
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Pappala Lingalavalasa B.O,535578,VIZIANAGARAM,ANDHRA PRADESH,83.3531,18.4836
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Bhyripuram B.O,535102,VIZIANAGARAM,ANDHRA PRADESH,83.4409,18.3558
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Mokhasa Lingalavalasa B.O,535102,VIZIANAGARAM,ANDHRA PRADESH,83.4629,18.4109
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Bangaruvalasa B.O,535547,Parvathipuram Manyam,ANDHRA PRADESH,83.2637,18.6913
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Markondaputti B.O,535547,Parvathipuram Manyam,ANDHRA PRADESH,83.2286,18.6906
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Saraivalasa B.O,535547,Parvathipuram Manyam,ANDHRA PRADESH,83.2509,18.6889
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chemudu B.O,535547,Parvathipuram Manyam,ANDHRA PRADESH,83.2178,18.6294
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Lakshmipuram B.O,535547,Parvathipuram Manyam,ANDHRA PRADESH,83.4092,18.6609
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kottuparuva B.O,535593,Parvathipuram Manyam,ANDHRA PRADESH,83.1569,18.6444
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kurukutti B.O,535593,Parvathipuram Manyam,ANDHRA PRADESH,83.0936,18.5901
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Sivili Peddavalasa B.O,535593,Parvathipuram Manyam,ANDHRA PRADESH,83.2107,18.6544
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Devarapodilam B.O,535125,VIZIANAGARAM,ANDHRA PRADESH,83.6135,18.3299
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nimmalavalasa B.O,535125,VIZIANAGARAM,ANDHRA PRADESH,83.6818,18.3049
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Palavalasa B.O,535125,VIZIANAGARAM,ANDHRA PRADESH,83.6747,18.2708
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Karrivalasa B.O,535592,Parvathipuram Manyam,ANDHRA PRADESH,83.102,18.4546
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Padmapuram B.O,535592,Parvathipuram Manyam,ANDHRA PRADESH,83.0957,18.4828
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nandabalaga B.O,535568,VIZIANAGARAM,ANDHRA PRADESH,83.4706,18.5439
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Pinapenki B.O,535568,VIZIANAGARAM,ANDHRA PRADESH,83.4529,18.5322
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Paradi B.O,503321,VIZIANAGARAM,ANDHRA PRADESH,83.3069,18.523
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Patharega B.O,535579,VIZIANAGARAM,ANDHRA PRADESH,83.3006,18.4263
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Korapukothavalasa B.O,535579,VIZIANAGARAM,ANDHRA PRADESH,83.2647,18.4549
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Viswanadhapuram B.O,535591,Parvathipuram Manyam,ANDHRA PRADESH,83.176,18.526
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nelliparthi B.O,535591,Parvathipuram Manyam,ANDHRA PRADESH,83.2146,18.5129
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Panukuvalasa B.O,535591,Parvathipuram Manyam,ANDHRA PRADESH,83.1631,18.5284
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Parannavalasa B.O,535591,Parvathipuram Manyam,ANDHRA PRADESH,83.2545,18.539
Telangana Circle,Hyderabad Region,Nizamabad Division,GOURARAM B.O,503187,KAMAREDDY,TELANGANA,18.3796902,78.0016478
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Burja B.O,535546,Parvathipuram Manyam,ANDHRA PRADESH,83.4397,18.664
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Tamarakhandi B.O,535546,Parvathipuram Manyam,ANDHRA PRADESH,83.3521,18.626
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Krishnarayapuram B.O,535546,Parvathipuram Manyam,ANDHRA PRADESH,83.3003,18.6766
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Maripivalasa B.O,535546,Parvathipuram Manyam,ANDHRA PRADESH,83.383,18.7162
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nidagallu B.O,535546,Parvathipuram Manyam,ANDHRA PRADESH,83.4136,18.6947
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Venkatabhyripuram B.O,535546,Parvathipuram Manyam,ANDHRA PRADESH,83.3107,18.6931
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Boddam B.O,532148,SRIKAKULAM,ANDHRA PRADESH,83.1421,18.0574
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chandraiahpeta B.O,532148,SRIKAKULAM,ANDHRA PRADESH,83.1425,18.0579
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chettupodilam B.O,532148,SRIKAKULAM,ANDHRA PRADESH,83.1521,18.0575
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Yenduva B.O,532148,SRIKAKULAM,ANDHRA PRADESH,18.7817,83.4268
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kusumuru B.O,535124,VIZIANAGARAM,ANDHRA PRADESH,83.4758,18.4573
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Rajeru B.O,535124,VIZIANAGARAM,ANDHRA PRADESH,83.47589,18.45712
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Vadada B.O,535124,VIZIANAGARAM,ANDHRA PRADESH,83.4876,18.4672
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Ravipalli B.O,535463,Parvathipuram Manyam,ANDHRA PRADESH,83.521,18.6931
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kothapalli B.O,535463,Parvathipuram Manyam,ANDHRA PRADESH,83.53231,18.67669
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kotturu B.O,535463,Parvathipuram Manyam,ANDHRA PRADESH,83.53234,18.677
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Sivvam B.O,535463,Parvathipuram Manyam,ANDHRA PRADESH,83.5253,18.7198
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kedaripuram B.O,535523,VIZIANAGARAM,ANDHRA PRADESH,83.6471,19.1268
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nandrukona B.O,503230,VIZIANAGARAM,ANDHRA PRADESH,83.6119,18.9528
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Rastakuntubai B.O,535523,VIZIANAGARAM,ANDHRA PRADESH,83.602,18.9247
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Rella B.O,535523,VIZIANAGARAM,ANDHRA PRADESH,83.6416,19.0769
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Yegulavada B.O,535523,VIZIANAGARAM,ANDHRA PRADESH,83.6423,18.943
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chemuduguda B.O,535523,VIZIANAGARAM,ANDHRA PRADESH,83.64235,18.9493
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Babbidi B.O,535521,Parvathipuram Manyam,ANDHRA PRADESH,83.5542,18.8661
Telangana Circle,Hyderabad Region,Nizamabad Division, MOHAMMADNAGAR B.O,503302,KAMAREDDY,TELANGANA,18.25725,77.9544366
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chinageesada B.O,535521,Parvathipuram Manyam,ANDHRA PRADESH,83.504,19.0042
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kottu B.O,535521,Parvathipuram Manyam,ANDHRA PRADESH,83.4718,18.9018
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Palem B.O,535521,Parvathipuram Manyam,ANDHRA PRADESH,83.5173,18.8989
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kosu,535521,VIZIANAGARAM,ANDHRA PRADESH,18.9,83.38
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kuntesu,535521,VIZIANAGARAM,ANDHRA PRADESH,18.95634,83.349645
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Sivannapeta B.O,535524,Parvathipuram Manyam,ANDHRA PRADESH,83.5468,18.8692
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Dalaipeta B.O,535524,Parvathipuram Manyam,ANDHRA PRADESH,83.4864,18.8617
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Duddukhallu B.O,535524,Parvathipuram Manyam,ANDHRA PRADESH,83.5548,18.9431
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kitchada B.O,535524,Parvathipuram Manyam,ANDHRA PRADESH,83.5027,18.8631
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Udayapuram B.O,535534,Parvathipuram Manyam,ANDHRA PRADESH,83.7984,18.8471
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Navagam B.O,532462,Parvathipuram Manyam,ANDHRA PRADESH,83.6795,18.6395
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Aradali B.O,532440,Parvathipuram Manyam,ANDHRA PRADESH,83.7233,18.6217
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Bukkuru B.O,532440,Parvathipuram Manyam,ANDHRA PRADESH,83.7263,18.5727
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kondapuram B.O,532440,Parvathipuram Manyam,ANDHRA PRADESH,83.7714,18.591
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Pedakotipalli B.O,532440,Parvathipuram Manyam,ANDHRA PRADESH,83.7715,18.5911
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Duggi B.O,535502,Parvathipuram Manyam,ANDHRA PRADESH,83.4849,18.8368
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Surampeta B.O,535527,Parvathipuram Manyam,ANDHRA PRADESH,83.3709,18.7239
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Buduruwada B.O,535527,Parvathipuram Manyam,ANDHRA PRADESH,83.3266,18.7412
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Dokiseela B.O,535527,Parvathipuram Manyam,ANDHRA PRADESH,83.32667,18.74123
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Donkala Kothapatnam B.O,535527,Parvathipuram Manyam,ANDHRA PRADESH,83.32668,18.741356
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Puligummi B.O,535527,Parvathipuram Manyam,ANDHRA PRADESH,83.3535,18.7128
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Gondi B.O,532443,Parvathipuram Manyam,ANDHRA PRADESH,83.8106,18.6629
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kusimi B.O,532443,Parvathipuram Manyam,ANDHRA PRADESH,83.8322,18.6131
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Talagam B.O,532461,SRIKAKULAM,ANDHRA PRADESH,83.6011,18.6475
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kambara B.O,532460,Parvathipuram Manyam,ANDHRA PRADESH,83.5866,18.7138
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Titukupai B.O,532460,Parvathipuram Manyam,ANDHRA PRADESH,83.6869,18.7637
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,V.Ramannapalem B.O,533288,EAST GODAVARI,ANDHRA PRADESH,17.3271,81.7514
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Kalavacherala B.O,533297,EAST GODAVARI,ANDHRA PRADESH,17.8093,82.2719
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Goragummi B.O,533284,Alluri Sitharama Raju,ANDHRA PRADESH,17.3943,81.889
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,B.Velamakota B.O,533284,Alluri Sitharama Raju,ANDHRA PRADESH,17.3942,81.8853
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Doramamidi B.O,533284,Alluri Sitharama Raju,ANDHRA PRADESH,17.2699,81.3331
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Lakkonda B.O,533284,Alluri Sitharama Raju,ANDHRA PRADESH,17.3892,81.9071
Telangana Circle,Hyderabad City Region,Sangareddy Division,Budhera B.O,502345,SANGAREDDY,TELANGANA,17.642795,77.84528
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Gangampalem B.O,533286,EAST GODAVARI,ANDHRA PRADESH,17.2562,81.901
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Srikrishnapatnam B.O,533353,EAST GODAVARI,ANDHRA PRADESH,NA,NA
