circlename,regionname,divisionname,officename,pincode,district,statename,latitude,longitude
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Bhatlakanupur B.O,524402,SPSR NELLORE,ANDHRA PRADESH,14.15335,79.86805
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Chilamanchenu B.O,524402,SPSR NELLORE,ANDHRA PRADESH,14.15335,79.86805
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Sagutur B.O,524402,SPSR NELLORE,ANDHRA PRADESH,14.15335,79.86805
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Eswrawaka B.O,524127,Tirupati,ANDHRA PRADESH,13.9299,80.04415
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Kogili B.O,524127,Tirupati,ANDHRA PRADESH,13.9377445,80.0814232
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Gogulamudi B.O,522015,GUNTUR,ANDHRA PRADESH,16.108116,80.362385
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Chintapallipadu B.O,522017,GUNTUR,ANDHRA PRADESH,16.212767,80.393004
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Kurnuthala B.O,522017,GUNTUR,ANDHRA PRADESH,16.2805212,80.4412982
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Lalpuram B.O,522017,GUNTUR,ANDHRA PRADESH,16.274375,80.413656
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Yamarru B.O,522017,GUNTUR,ANDHRA PRADESH,16.185001,80.390221
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Nagualapadu B.O,522235,GUNTUR,ANDHRA PRADESH,16.063402,80.338855
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Palaparru B.O,522235,GUNTUR,ANDHRA PRADESH,16.061787,80.286486
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Enamadala B.O,522019,GUNTUR,ANDHRA PRADESH,16.227372,80.330363
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Tikkireddyvaripalem B.O,522019,GUNTUR,ANDHRA PRADESH,16.19904,80.347071
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Didugu B.O,522020,Palnadu,ANDHRA PRADESH,16.580393,80.297632
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Nevalikallu B.O,522016,Palnadu,ANDHRA PRADESH,16.475996,80.355425
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Vunguturu B.O,522016,Palnadu,ANDHRA PRADESH,16.49471,80.363402
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Koppuravuru B.O,522508,GUNTUR,ANDHRA PRADESH,16.379958,80.500776
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Kaza B.O,522016,GUNTUR,ANDHRA PRADESH,16.3929777,80.5306194
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Uppalapadu B.O,522509,GUNTUR,ANDHRA PRADESH,16.306646,80.512713
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Pedakonduru B.O,522305,GUNTUR,ANDHRA PRADESH,16.390513,80.687478
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Revendrapadu B.O,522302,GUNTUR,ANDHRA PRADESH,16.400148,80.625754
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Kolanukonda B.O,522302,GUNTUR,ANDHRA PRADESH,16.451859,80.609101
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Vaddeswaram B.O,522302,GUNTUR,ANDHRA PRADESH,16.4473,80.604937
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Gorlavaripalem B.O,522018,GUNTUR,ANDHRA PRADESH,16.358056,80.403439
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Mandepudi B.O,522018,GUNTUR,ANDHRA PRADESH,16.468314,80.331059
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Kunchanapalle B.O,522501,GUNTUR,ANDHRA PRADESH,16.462497,80.618816
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Nekkallu B.O,522236,GUNTUR,ANDHRA PRADESH,16.490797,80.439606
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Amaravram,534444,Eluru,ANDHRA PRADESH,17.533822,81.1737824
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Nagineniprolu B.O,507114,BHADRADRI KOTHAGUDEM,TELANGANA,17.687378,80.840237
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Pathagundalapadu B.O,507114,BHADRADRI KOTHAGUDEM,TELANGANA,17.52556,80.952344
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Patrapuram BO,507136,Mulugu,TELANGANA,17.1920978,80.5505656
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Pusuguppa B.O,507133,Mulugu,TELANGANA,18.214478,80.854479
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Gangolu B.O,507137,BHADRADRI KOTHAGUDEM,TELANGANA,17.85725,80.92785
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Parnasala B.O,507137,BHADRADRI KOTHAGUDEM,TELANGANA,17.9263595,80.901407
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Turubaka B.O,507137,BHADRADRI KOTHAGUDEM,TELANGANA,17.6687992,80.8935845
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Narayanarao Peta  B.O,507137,BHADRADRI KOTHAGUDEM,TELANGANA,17.784929,80.983614
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Ashwapur B.O,507116,BHADRADRI KOTHAGUDEM,TELANGANA,17.85095,80.69135
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Gondigudem B.O,507116,BHADRADRI KOTHAGUDEM,TELANGANA,17.9311203,80.8156224
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Battilagumpu B.O,507116,BHADRADRI KOTHAGUDEM,TELANGANA,17.901442,80.86996
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Mallaram B.O,507117,BHADRADRI KOTHAGUDEM,TELANGANA,17.9311183,80.8156244
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Singareddipalli B.O,507117,BHADRADRI KOTHAGUDEM,TELANGANA,17.6967,81.14975
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Uppaka B.O,507117,BHADRADRI KOTHAGUDEM,TELANGANA,17.9316404,80.8267004
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Thatigudem  B.O,507117,BHADRADRI KOTHAGUDEM,TELANGANA,18.044289,80.558877
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Samath Mothe  (Gollagudem)  B.O,507117,BHADRADRI KOTHAGUDEM,TELANGANA,18.064869,80.471267
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Jaggaram  B.O,507117,BHADRADRI KOTHAGUDEM,TELANGANA,18.070096,80.692649
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Kistapuram  B.O,507117,BHADRADRI KOTHAGUDEM,TELANGANA,18.095943,80.64004
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Chatti B.O,533347,EAST GODAVARI,ANDHRA PRADESH,25.885641,86.166592
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Gogubaka B.O,533352,EAST GODAVARI,ANDHRA PRADESH,17.634824,81.003682
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Bandirevu BO,533352,EAST GODAVARI,ANDHRA PRADESH,17.71357,81.09563
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Uppanapalligattu BO,533352,EAST GODAVARI,ANDHRA PRADESH,17.74241,81.18105
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Kinnersani Project B.O,507115,BHADRADRI KOTHAGUDEM,TELANGANA,17.7115629,80.6382233
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Posugudem B.O,507112,BHADRADRI KOTHAGUDEM,TELANGANA,17.59606,80.70399
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Thogugudem B.O,507115,BHADRADRI KOTHAGUDEM,TELANGANA,17.59606,80.70399
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Yanambilel B.O,507115,BHADRADRI KOTHAGUDEM,TELANGANA,17.6092261,80.7047994
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Tallapai B.O,507112,BHADRADRI KOTHAGUDEM,TELANGANA,17.538191,80.859135
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Karegattu B.O,507115,BHADRADRI KOTHAGUDEM,TELANGANA,17.714006,80.683764
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Satyanarayanapuram B.O,507115,BHADRADRI KOTHAGUDEM,TELANGANA,17.698592,80.67272
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Sangam B.O,507115,BHADRADRI KOTHAGUDEM,TELANGANA,17.595727,80.819295
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Bandrugonda B.O,507115,BHADRADRI KOTHAGUDEM,TELANGANA,17.583565,80.814718
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Somulagudem B.O,507115,BHADRADRI KOTHAGUDEM,TELANGANA,17.625522,80.750203
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,DEVARAPALLI,507140,BHADRADRI KOTHAGUDEM,TELANGANA,17.964849,80.893074
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,KALLIVERU,507140,BHADRADRI KOTHAGUDEM,TELANGANA,18.029658,80.851617
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Puligundala B.O,507140,BHADRADRI KOTHAGUDEM,TELANGANA,17.958861,80.964416
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Chintalagudem B.O,533352,EAST GODAVARI,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Nandigama B.O,533351,Alluri Sitharama Raju,ANDHRA PRADESH,18.784,83.496065
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Katkuru,534444,Eluru,ANDHRA PRADESH,17.533822,81.1737824
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Wazeedu Nagaram B.O,507136,Mulugu,TELANGANA,17.86181,80.34017
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Marikala,507136,Mulugu,TELANGANA,18.290805,80.546623
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Choppakatlapalem B.O,507202,KHAMMAM,TELANGANA,16.8834787,80.4785212
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Guntupalli Gopavaram B.O,507202,KHAMMAM,TELANGANA,16.5686426,80.5479918
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Uppalapahad B.O,507211,MAHABUBABAD,TELANGANA,17.6181,80.12879
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Choppakatlapalem B.O,507204,KHAMMAM,TELANGANA,16.8834787,80.4785212
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Lakshmipuram B.O,507204,KHAMMAM,TELANGANA,17.0971568,80.26735
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chinnabeeravalli,507204,KHAMMAM,TELANGANA,17.044022,80.328968
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kodumuru B.O,507208,KHAMMAM,TELANGANA,17.15535,80.2164
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Seethampeta B.O,507208,KHAMMAM,TELANGANA,17.1246902,80.2084163
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ballepalli B.O,507002,KHAMMAM,TELANGANA,17.2734239,80.1830938
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kaikondaigudem B.O,507002,KHAMMAM,TELANGANA,17.2659582,80.1725506
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Puvvada Nagar B.O,507002,KHAMMAM,TELANGANA,17.32028169,80.21421881
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Jannaram B.O,507168,KHAMMAM,TELANGANA,17.3757,80.45225
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Thootakalingannapeta B.O,507168,KHAMMAM,TELANGANA,17.3309929,80.4402814
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Timmaraopeta B.O,507168,KHAMMAM,TELANGANA,17.3309849,80.4402894
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Papatpalli B.O,507003,KHAMMAM,TELANGANA,17.2472628,80.1514347
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Budharam B.O,507210,MAHABUBABAD,TELANGANA,17.4879696,17.4879696
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Gopalapuram B.O,507210,MAHABUBABAD,TELANGANA,17.48585,80.14456
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Rampuram B.O,507210,MAHABUBABAD,TELANGANA,17.48585,80.14456
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Mallannapalem B.O,507158,KHAMMAM,TELANGANA,17.1498501,80.066052
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Venkatapuram B.O,507158,KHAMMAM,TELANGANA,17.1613538,80.0757887
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Korlagudem B.O,507209,KHAMMAM,TELANGANA,17.21331,80.59505
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Mucharam B.O,507209,KHAMMAM,TELANGANA,17.178354,80.501644
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Peruvancha B.O,507209,KHAMMAM,TELANGANA,17.20001,80.54999
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Tekulapalli B.O,507209,KHAMMAM,TELANGANA,17.202498,80.624176
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Lingala B.O,507209,KHAMMAM,TELANGANA,17.154497,80.513267
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Madhavaram B.O,507122,KHAMMAM,TELANGANA,17.6006063,81.0892527
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pocharam B.O,507122,KHAMMAM,TELANGANA,17.4818416,80.2021388
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Voddugudem B.O,507122,KHAMMAM,TELANGANA,17.569595,80.234087
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Dhaniyalapadu B.O,507122,KHAMMAM,TELANGANA,17.590553,80.234867
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kommugudem B.O,507122,KHAMMAM,TELANGANA,17.485808,80.30128
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Budidampad B.O,507182,KHAMMAM,TELANGANA,17.78361,81.0833
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kothalingala B.O,507182,KHAMMAM,TELANGANA,17.78361,81.0833
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Maddulapalli B.O,507182,KHAMMAM,TELANGANA,17.2387937,80.0779256
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Perikasingaram B.O,507159,KHAMMAM,TELANGANA,17.212,79.9573
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Turakagudem B.O,507159,KHAMMAM,TELANGANA,17.212,79.9573
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chilkur B.O,507203,KHAMMAM,TELANGANA,16.91504,80.35795
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Dendukuru B.O,507203,KHAMMAM,TELANGANA,16.8917435,80.3970873
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Mahadevapuram B.O,507203,KHAMMAM,TELANGANA,16.91504,80.35795
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Bodualbanda B.O,507160,KHAMMAM,TELANGANA,17.091399,80.020644
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Chennaram B.O,507160,KHAMMAM,TELANGANA,17.1191365,79.9912915
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Koratlagudem B.O,507160,KHAMMAM,TELANGANA,17.10185,80.02553
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Nachepalli B.O,507160,KHAMMAM,TELANGANA,17.10185,80.02553
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Nayakangudem B.O,507157,KHAMMAM,TELANGANA,17.1969292,79.889154
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Dammaigudem B.O,507183,KHAMMAM,TELANGANA,17.34964,80.0071
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Patharlapahad B.O,507183,KHAMMAM,TELANGANA,17.34964,80.0071
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Brahmanapalli B.O,507304,KHAMMAM,TELANGANA,16.9967023,80.3714196
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Repalle B.O,507304,KHAMMAM,TELANGANA,16.9966963,80.3714256
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Bachodu B.O,507161,KHAMMAM,TELANGANA,17.3014743,79.9003716
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Annaruguda B.O,507167,KHAMMAM,TELANGANA,17.2057,80.4157
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Billupahad B.O,507167,KHAMMAM,TELANGANA,17.2057,80.4157
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Kurnavalli B.O,507167,KHAMMAM,TELANGANA,17.2125176,80.4242966
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Jeelacheruvu B.O,507170,KHAMMAM,TELANGANA,17.28125,80.17985
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Munigepalli B.O,507170,KHAMMAM,TELANGANA,17.28125,80.17985
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Konijerla B.O,507305,KHAMMAM,TELANGANA,17.2007285,80.4907205
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Lingagudem B.O,507305,KHAMMAM,TELANGANA,17.2624,80.23965
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Munagala B.O,507305,KHAMMAM,TELANGANA,17.2624,80.23965
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Tummalapalli B.O,507305,KHAMMAM,TELANGANA,17.2624,80.23965
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Gopalapuram B.O,507163,KHAMMAM,TELANGANA,17.3097581,80.0360122
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Allipuram B.O,507318,KHAMMAM,TELANGANA,17.2026147,80.1888924
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Mallepalli Chintagurthi B.O,507318,KHAMMAM,TELANGANA,16.7135051,78.9768769
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Kondakodima B.O,507165,KHAMMAM,TELANGANA,17.1917851,80.3575018
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Narapunenipalli B.O,507165,KHAMMAM,TELANGANA,17.1917891,80.3574978
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Snanala Laxmipuram B.O,507165,KHAMMAM,TELANGANA,17.22775,80.17985
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Somavaram B.O,507165,KHAMMAM,TELANGANA,16.9730328,80.3601522
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Salebanjar,507165,KHAMMAM,TELANGANA,17.1917,80.3575
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Mekalakunta B.O,507165,KHAMMAM,TELANGANA,17.250827,80.349353
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Meenavolu B.O,507201,KHAMMAM,TELANGANA,16.822847,80.472799
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Pegallapadu B.O,507201,KHAMMAM,TELANGANA,16.82285,80.472796
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Venkatapuram B.O,507201,KHAMMAM,TELANGANA,17.2472628,80.1514347
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Rajulapalem,507201,KHAMMAM,TELANGANA,17.247268,80.1514347
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Gummadivalli B.O,507301,BHADRADRI KOTHAGUDEM,TELANGANA,17.33339,81.1597
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Achutapuram,507301,BHADRADRI KOTHAGUDEM,TELANGANA,17.2519,81.0763
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Kavadigundla  B.O,507301,BHADRADRI KOTHAGUDEM,TELANGANA,17.374792,81.263385
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Mallaigudem  B.O,507301,BHADRADRI KOTHAGUDEM,TELANGANA,17.340173,81.174332
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Ankampalem B.O,507306,BHADRADRI KOTHAGUDEM,TELANGANA,17.596,81.0567
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Lingalapalli B.O,507306,BHADRADRI KOTHAGUDEM,TELANGANA,17.596,81.0567
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Mandalapalli B.O,507306,BHADRADRI KOTHAGUDEM,TELANGANA,17.2628466,81.0131931
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Nacharam B.O,507306,BHADRADRI KOTHAGUDEM,TELANGANA,17.596,81.0567
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Jammigudem,507306,BHADRADRI KOTHAGUDEM,TELANGANA,17.27219,81.00627
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Bhairavanibanda B.O,508210,NALGONDA,TELANGANA,17.3163613,79.3154268
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Akuthotapalli B.O,509321,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Andugula B.O,509321,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Talakondapalli B.O,509321,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Aurpalli B.O,509321,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Burgula B.O,509202,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Mothighanapur B.O,509202,MAHABUBNAGAR,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Ekvaipalli B.O,509358,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Munger Division,Raghupathipeta B.O,509324,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Munger Division,Mukurala B.O,509324,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Munger Division,Panjugula B.O,509324,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Eklaskhampet B.O,509408,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Kakanur B.O,509408,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Nidadavelli B.O,509408,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Mutpoor B.O,509207,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Nandigaon B.O,509228,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Appareddipally B.O,509327,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Rachala Pally B.O,509320,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Kothapalli B.O,509357,MAHABUBNAGAR,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Manmarri B.O,509410,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Pidikiryala B.O,509410,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Kalwakole B.O,509325,RANGA REDDY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Thippareddypalli B.O,509349,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Ghanpur B.O,509375,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Hajipur B.O,509375,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Thummanpet B.O,509375,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Nadimpally B.O,509375,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Thirmalapuram B.O,509201,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Turkaplli B.O,509201,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Chitlamkunta B.O,509201,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Gangaram B.O,509203,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Singaiapalli B.O,509206,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Yedutla B.O,509206,WANAPARTHY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Machupalli B.O,509206,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Polkepahad B.O,509206,WANAPARTHY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Singotam B.O,509102,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Amaragiri BO,509102,NAGARKURNOOL,TELANGANA,16.0807,78.3785
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Kanmetta B.O,509381,WANAPARTHY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Rayanpet B.O,509381,WANAPARTHY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Dantanoor B.O,509110,WANAPARTHY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Uuyyalwada B.O,509209,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Chadubatla B.O,509209,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Khanapur B.O,509215,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Chinnamaroor B.O,509104,WANAPARTHY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Gummadam B.O,509104,WANAPARTHY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Miraspally B.O,509104,WANAPARTHY,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Mustipally B.O,509412,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Jonnalabogada B.O,509412,NAGARKURNOOL,TELANGANA,NA,NA
Bihar Circle,East Region Bhagalpur,Bhagalpur Division,Ayyavaripally B.O,509105,WANAPARTHY,TELANGANA,NA,NA
